uniprot_id	protein_name	reviewed	ec_in_uniprot	rxn_id_in_uniprot	rxn_equation_in_uniprot	gene_id_bigg	RXNRECer	RXNRECer_with_prob	ECRECer_equations
P25745	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	reviewed	2.8.1.13	RHEA:47032	['AH2 + ATP + S-sulfanyl-L-cysteinyl-[protein] + uridine(34) in tRNA = 2-thiouridine(34) in tRNA + A + AMP + diphosphate + H(+) + L-cysteinyl-[protein]']	b1133	RHEA:47032	{'RHEA:47032': 1.0}	['AH2 + ATP + S-sulfanyl-L-cysteinyl-[protein] + uridine(34) in tRNA = 2-thiouridine(34) in tRNA + A + AMP + diphosphate + H(+) + L-cysteinyl-[protein]']
P37019	H(+)/Cl(-) exchange transporter ClcA (ClC-ec1)	reviewed	-	RHEA:29567	['2 chloride(in) + H(+)(out) = 2 chloride(out) + H(+)(in)']	b0155	RHEA:29567	{'RHEA:29567': 1.0}	['2 chloride(in) + H(+)(out) = 2 chloride(out) + H(+)(in)']
P22333	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	reviewed	3.5.4.4	RHEA:24408;RHEA:28190	"['adenosine + H(+) + H2O = inosine + NH4(+)', ""2'-deoxyadenosine + H(+) + H2O = 2'-deoxyinosine + NH4(+)""]"	b1623	RHEA:28190;RHEA:24408	{'RHEA:28190': 1.0, 'RHEA:24408': 1.0}	"['adenosine + H(+) + H2O = inosine + NH4(+)', ""2'-deoxyadenosine + H(+) + H2O = 2'-deoxyinosine + NH4(+)""]"
P32055	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase)	reviewed	1.1.1.271	RHEA:18885	['GDP-beta-L-fucose + NADP(+) = GDP-4-dehydro-alpha-D-rhamnose + H(+) + NADPH']	b2052	RHEA:18885	{'RHEA:18885': 1.0}	['GDP-beta-L-fucose + NADP(+) = GDP-4-dehydro-alpha-D-rhamnose + H(+) + NADPH']
P77581	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Carbon starvation protein C) (Succinylornithine aminotransferase)	reviewed	2.6.1.81	RHEA:16953	['2-oxoglutarate + N(2)-succinyl-L-ornithine = L-glutamate + N-succinyl-L-glutamate 5-semialdehyde']	b1748	RHEA:16953	{'RHEA:16953': 1.0}	['2-oxoglutarate + N(2)-succinyl-L-ornithine = L-glutamate + N-succinyl-L-glutamate 5-semialdehyde']
P36566	tRNA 5-carboxymethoxyuridine methyltransferase (EC 2.1.1.-) (cmo5U methyltransferase)	reviewed	2.1.1.-	RHEA:54080	['5-carboxymethoxyuridine(34) in tRNA + S-adenosyl-L-methionine = 5-methoxycarbonylmethoxyuridine(34) in tRNA + S-adenosyl-L-homocysteine']	b0921	RHEA:54080	{'RHEA:54080': 1.0}	['5-carboxymethoxyuridine(34) in tRNA + S-adenosyl-L-methionine = 5-methoxycarbonylmethoxyuridine(34) in tRNA + S-adenosyl-L-homocysteine']
P11868	Propionate kinase (EC 2.7.2.15)	reviewed	2.7.2.15	RHEA:23148	['ATP + propanoate = ADP + propanoyl phosphate']	b3115	RHEA:23148	{'RHEA:23148': 1.0}	['ATP + propanoate = ADP + propanoyl phosphate']
P32056	GDP-mannose mannosyl hydrolase (GDPMH) (EC 3.6.1.-) (Colanic acid biosynthesis protein WcaH)	reviewed	3.6.1.-	RHEA:28102	['GDP-alpha-D-mannose + H2O = D-mannose + GDP + H(+)']	b2051	RHEA:28102	{'RHEA:28102': 1.0}	['GDP-alpha-D-mannose + H2O = D-mannose + GDP + H(+)']
P33937	Periplasmic nitrate reductase (EC 1.9.6.1)	reviewed	1.9.6.1	RHEA:12909	['2 Fe(II)-[cytochrome] + 2 H(+) + nitrate = 2 Fe(III)-[cytochrome] + H2O + nitrite']	b2206	RHEA:12909	{'RHEA:12909': 1.0}	['2 Fe(II)-[cytochrome] + 2 H(+) + nitrate = 2 Fe(III)-[cytochrome] + H2O + nitrite']
P76469	2-keto-3-deoxy-L-rhamnonate aldolase (KDR aldolase) (EC 4.1.2.53) (2-dehydro-3-deoxyrhamnonate aldolase) (2-keto-3-deoxy acid sugar aldolase)	reviewed	4.1.2.53	RHEA:25784	['2-dehydro-3-deoxy-L-rhamnonate = (S)-lactaldehyde + pyruvate']	b2245	RHEA:25784	{'RHEA:25784': 1.0}	['2-dehydro-3-deoxy-L-rhamnonate = (S)-lactaldehyde + pyruvate']
P33599	NADH-quinone oxidoreductase subunit C/D (EC 7.1.1.-) (NADH dehydrogenase I subunit C/D) (NDH-1 subunit C/D) (NUO3/NUO4)	reviewed	7.1.1.-	RHEA:57888	['a quinone + 5 H(+)(in) + NADH = a quinol + 4 H(+)(out) + NAD(+)']	b2286	RHEA:57888	{'RHEA:57888': 1.0}	['a quinone + 5 H(+)(in) + NADH = a quinol + 4 H(+)(out) + NAD(+)']
P77215	L-rhamnonate dehydratase (RhamD) (EC 4.2.1.90)	reviewed	4.2.1.90	RHEA:23080	['L-rhamnonate = 2-dehydro-3-deoxy-L-rhamnonate + H2O']	b2247	RHEA:23080	{'RHEA:23080': 1.0}	['L-rhamnonate = 2-dehydro-3-deoxy-L-rhamnonate + H2O']
P31550	Thiamine-binding periplasmic protein	reviewed	-	-	-	b0068	-	{'-': 1.0}	-
P37677	L-xylulose/3-keto-L-gulonate kinase (L-xylulokinase) (EC 2.7.1.-) (EC 2.7.1.53) (3-dehydro-L-gulonate kinase)	reviewed	2.7.1.-;2.7.1.53	RHEA:18869;RHEA:28222	['3-dehydro-L-gulonate + ATP = 3-dehydro-L-gulonate 6-phosphate + ADP + H(+)', 'ATP + L-xylulose = ADP + H(+) + L-xylulose 5-phosphate']	b3580	RHEA:28222;RHEA:18869	{'RHEA:28222': 1.0, 'RHEA:18869': 1.0}	['3-dehydro-L-gulonate + ATP = 3-dehydro-L-gulonate 6-phosphate + ADP + H(+)', 'ATP + L-xylulose = ADP + H(+) + L-xylulose 5-phosphate']
P37666	Glyoxylate/hydroxypyruvate reductase B (EC 1.1.1.79) (EC 1.1.1.81) (2-ketoaldonate reductase) (2-ketogluconate reductase) (2KR) (EC 1.1.1.215)	reviewed	1.1.1.215;1.1.1.79;1.1.1.81	RHEA:10992;RHEA:17905;RHEA:18657;RHEA:16653	['glycolate + NADP(+) = glyoxylate + H(+) + NADPH', 'D-gluconate + NADP(+) = 2-dehydro-D-gluconate + H(+) + NADPH', '(R)-glycerate + NAD(+) = 3-hydroxypyruvate + H(+) + NADH', '(R)-glycerate + NADP(+) = 3-hydroxypyruvate + H(+) + NADPH']	b3553	RHEA:17905;RHEA:10992;RHEA:18657	{'RHEA:17905': 1.0, 'RHEA:10992': 1.0, 'RHEA:18657': 1.0}	['glycolate + NADP(+) = glyoxylate + H(+) + NADPH', '(R)-glycerate + NAD(+) = 3-hydroxypyruvate + H(+) + NADH', '(R)-glycerate + NADP(+) = 3-hydroxypyruvate + H(+) + NADPH']
P21514	Cyclic di-GMP phosphodiesterase PdeL (EC 3.1.4.52)	reviewed	3.1.4.52	RHEA:24902	"[""3',3'-c-di-GMP + H2O = 5'-phosphoguanylyl(3'->5')guanosine + H(+)""]"	b0315	RHEA:24902	{'RHEA:24902': 1.0}	"[""3',3'-c-di-GMP + H2O = 5'-phosphoguanylyl(3'->5')guanosine + H(+)""]"
P75864	Ribosomal RNA large subunit methyltransferase K/L [Includes: 23S rRNA m2G2445 methyltransferase (EC 2.1.1.173) (rRNA (guanine-N(2)-)-methyltransferase RlmL); 23S rRNA m7G2069 methyltransferase (EC 2.1.1.264) (rRNA (guanine-N(7)-)-methyltransferase RlmK)]	reviewed	2.1.1.173;2.1.1.264	RHEA:42740;RHEA:43772	['guanosine(2445) in 23S rRNA + S-adenosyl-L-methionine = H(+) + N(2)-methylguanosine(2445) in 23S rRNA + S-adenosyl-L-homocysteine', 'guanosine(2069) in 23S rRNA + S-adenosyl-L-methionine = H(+) + N(2)-methylguanosine(2069) in 23S rRNA + S-adenosyl-L-homocysteine']	b0948	RHEA:43772;RHEA:42740	{'RHEA:43772': 1.0, 'RHEA:42740': 1.0}	['guanosine(2445) in 23S rRNA + S-adenosyl-L-methionine = H(+) + N(2)-methylguanosine(2445) in 23S rRNA + S-adenosyl-L-homocysteine', 'guanosine(2069) in 23S rRNA + S-adenosyl-L-methionine = H(+) + N(2)-methylguanosine(2069) in 23S rRNA + S-adenosyl-L-homocysteine']
P27833	dTDP-4-amino-4,6-dideoxygalactose transaminase (EC 2.6.1.59)	reviewed	2.6.1.59	RHEA:10368	['2-oxoglutarate + dTDP-4-amino-4,6-dideoxy-alpha-D-galactose = dTDP-4-dehydro-6-deoxy-alpha-D-glucose + L-glutamate']	b3791	RHEA:10368	{'RHEA:10368': 1.0}	['2-oxoglutarate + dTDP-4-amino-4,6-dideoxy-alpha-D-galactose = dTDP-4-dehydro-6-deoxy-alpha-D-glucose + L-glutamate']
P36929	Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.176) (16S rRNA m5C967 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmB)	reviewed	2.1.1.176	RHEA:42748	['cytidine(967) in 16S rRNA + S-adenosyl-L-methionine = 5-methylcytidine(967) in 16S rRNA + H(+) + S-adenosyl-L-homocysteine']	b3289	RHEA:42748	{'RHEA:42748': 1.0}	['cytidine(967) in 16S rRNA + S-adenosyl-L-methionine = 5-methylcytidine(967) in 16S rRNA + H(+) + S-adenosyl-L-homocysteine']
P0AEV1	Regulator of RpoS	reviewed	-	-	-	b1235	-	{'-': 1.0}	-
P05704	Methyl-accepting chemotaxis protein III (MCP-III) (Ribose and galactose chemoreceptor protein)	reviewed	-	-	-	b1421	-	{'-': 1.0}	-
P31466	Adenine permease AdeP	reviewed	-	-	-	b3714	-	{'-': 1.0}	-
P33643	Ribosomal large subunit pseudouridine synthase D (EC 5.4.99.23) (23S rRNA pseudouridine(1911/1915/1917) synthase) (rRNA pseudouridylate synthase D) (rRNA-uridine isomerase D)	reviewed	5.4.99.23	RHEA:42524	['uridine(1911/1915/1917) in 23S rRNA = pseudouridine(1911/1915/1917) in 23S rRNA']	b2594	RHEA:42524	{'RHEA:42524': 1.0}	['uridine(1911/1915/1917) in 23S rRNA = pseudouridine(1911/1915/1917) in 23S rRNA']
Q46857	2,5-diketo-D-gluconic acid reductase A (2,5-DKG reductase A) (2,5-DKGR A) (25DKGR-A) (EC 1.1.1.274) (AKR5C)	reviewed	1.1.1.274	RHEA:23828	['2-dehydro-D-gluconate + NADP(+) = 2,5-didehydro-D-gluconate + H(+) + NADPH']	b3012	RHEA:23828;RHEA:35111	{'RHEA:23828': 1.0, 'RHEA:35111': 0.994237}	['2-dehydro-D-gluconate + NADP(+) = 2,5-didehydro-D-gluconate + H(+) + NADPH', '2-dehydro-L-idonate + NADP(+) = 2,5-didehydro-D-gluconate + H(+) + NADPH']
Q46899	CRISPR system Cascade subunit CasC	reviewed	-	-	-	b2758	-	{'-': 1.0}	-
P16659	Proline--tRNA ligase (EC 6.1.1.15) (Global RNA synthesis factor) (Prolyl-tRNA synthetase) (ProRS)	reviewed	6.1.1.15	RHEA:14305	['ATP + L-proline + tRNA(Pro) = AMP + diphosphate + L-prolyl-tRNA(Pro)']	b0194	RHEA:14305	{'RHEA:14305': 1.0}	['ATP + L-proline + tRNA(Pro) = AMP + diphosphate + L-prolyl-tRNA(Pro)']
P0A894	RNase adapter protein RapZ	reviewed	-	-	-	b3205	-	{'-': 1.0}	-
P24173	Lipopolysaccharide heptosyltransferase 1 (EC 2.4.99.23) (ADP-heptose:lipopolysaccharide heptosyltransferase I) (ADP-heptose:LPS heptosyltransferase I) (Heptosyltransferase I)	reviewed	2.4.99.23	RHEA:74067;RHEA:28402	['ADP-L-glycero-beta-D-manno-heptose + alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid A (E. coli) = ADP + H(+) + L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A (E. coli)', 'ADP-L-glycero-beta-D-manno-heptose + an alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid A = ADP + an L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A + H(+)']	b3621	RHEA:74067;RHEA:28402	{'RHEA:74067': 1.0, 'RHEA:28402': 1.0}	['ADP-L-glycero-beta-D-manno-heptose + alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid A (E. coli) = ADP + H(+) + L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A (E. coli)', 'ADP-L-glycero-beta-D-manno-heptose + an alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid A = ADP + an L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A + H(+)']
P0AEM9	L-cystine-binding protein TcyJ (CBP) (Protein FliY) (Sulfate starvation-induced protein 7) (SSI7)	reviewed	-	-	-	b1920	-	{'-': 1.0}	-
P09147	UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-galactose 4-epimerase)	reviewed	5.1.3.2	RHEA:22168	['UDP-alpha-D-glucose = UDP-alpha-D-galactose']	b0759	RHEA:22168	{'RHEA:22168': 1.0}	['UDP-alpha-D-glucose = UDP-alpha-D-galactose']
P21369	Nicotinamidase (EC 3.5.1.19) (Nicotinamide deamidase) (NAMase) (Pyrazinamidase) (PZAase) (EC 3.5.1.-)	reviewed	3.5.1.-;3.5.1.19	RHEA:14545;RHEA:35063	['H2O + pyrazinamide = NH4(+) + pyrazine-2-carboxylate', 'H2O + nicotinamide = NH4(+) + nicotinate']	b1768	RHEA:14545;RHEA:35063	{'RHEA:14545': 1.0, 'RHEA:35063': 1.0}	['H2O + pyrazinamide = NH4(+) + pyrazine-2-carboxylate', 'H2O + nicotinamide = NH4(+) + nicotinate']
P17117	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-) (Modulator of drug activity A)	reviewed	1.-.-.-	-	-	b0851	RHEA:21624	{'RHEA:21624': 0.991285}	['FMNH2 + NADP(+) = FMN + 2 H(+) + NADPH']
P76364	Cytoskeleton bundling-enhancing antitoxin CbeA (Antitoxin CbeA) (Antitoxin YeeU)	reviewed	-	-	-	b2004	-	{'-': 1.0}	-
P67430	HTH-type transcriptional repressor NemR (Bleach-sensing transcription factor) (Redox-regulated transcription factor NemR)	reviewed	-	-	-	b1649	-	{'-': 1.0}	-
P0A7B3	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	reviewed	2.7.1.23	RHEA:18629	['ATP + NAD(+) = ADP + H(+) + NADP(+)']	b2615	RHEA:18629	{'RHEA:18629': 1.0}	['ATP + NAD(+) = ADP + H(+) + NADP(+)']
P39396	Pyruvate/proton symporter BtsT (Brenztraubensaure transporter) (Pyruvate/H(+) symporter)	reviewed	-	RHEA:64720	['H(+)(out) + pyruvate(out) = H(+)(in) + pyruvate(in)']	b4354	RHEA:64720	{'RHEA:64720': 1.0}	['H(+)(out) + pyruvate(out) = H(+)(in) + pyruvate(in)']
P77395	Chaperedoxin (Heat shock protein CnoX) (Trxsc)	reviewed	-	-	-	b0492	-	{'-': 1.0}	-
P27250	Aldehyde reductase Ahr (EC 1.1.1.2) (Zinc-dependent alcohol dehydrogenase Ahr)	reviewed	1.1.1.2	RHEA:15937	['a primary alcohol + NADP(+) = an aldehyde + H(+) + NADPH']	b4269	RHEA:15937;RHEA:19257	{'RHEA:15937': 1.0, 'RHEA:19257': 0.7777}	['a primary alcohol + NADP(+) = an aldehyde + H(+) + NADPH', 'a secondary alcohol + NADP(+) = a ketone + H(+) + NADPH']
P77712	Long-chain acyl-CoA thioesterase FadM (EC 3.1.2.-) (Acyl-CoA thioester hydrolase) (Thioesterase 3) (Thioesterase III)	reviewed	3.1.2.-	RHEA:55044;RHEA:55048;RHEA:40139;RHEA:30139;RHEA:16645;RHEA:54976;RHEA:40119	['H2O + octadecanoyl-CoA = CoA + H(+) + octadecanoate', 'H2O + tetradecanoyl-CoA = CoA + H(+) + tetradecanoate', '(9Z)-octadecenoyl-CoA + H2O = (9Z)-octadecenoate + CoA + H(+)', '(3S)-hydroxytetradecanoyl-CoA + H2O = (3S)-hydroxytetradecanoate + CoA + H(+)', '(3E,5Z)-tetradecadienoyl-CoA + H2O = (3E,5Z)-tetradecadienoate + CoA + H(+)', '(3E,5Z)-dodecadienoyl-CoA + H2O = (3E,5Z)-dodecadienoate + CoA + H(+)', 'H2O + hexadecanoyl-CoA = CoA + H(+) + hexadecanoate']	b0443	RHEA:16645;RHEA:40139;RHEA:30139;RHEA:54976;RHEA:55048;RHEA:40119;RHEA:55044	{'RHEA:16645': 1.0, 'RHEA:40139': 1.0, 'RHEA:30139': 1.0, 'RHEA:54976': 1.0, 'RHEA:55048': 1.0, 'RHEA:40119': 1.0, 'RHEA:55044': 1.0}	['H2O + octadecanoyl-CoA = CoA + H(+) + octadecanoate', 'H2O + tetradecanoyl-CoA = CoA + H(+) + tetradecanoate', '(9Z)-octadecenoyl-CoA + H2O = (9Z)-octadecenoate + CoA + H(+)', '(3S)-hydroxytetradecanoyl-CoA + H2O = (3S)-hydroxytetradecanoate + CoA + H(+)', '(3E,5Z)-tetradecadienoyl-CoA + H2O = (3E,5Z)-tetradecadienoate + CoA + H(+)', '(3E,5Z)-dodecadienoyl-CoA + H2O = (3E,5Z)-dodecadienoate + CoA + H(+)', 'H2O + hexadecanoyl-CoA = CoA + H(+) + hexadecanoate']
P45955	Cell division coordinator CpoB	reviewed	-	-	-	b0742	-	{'-': 1.0}	-
P27838	Iron-sulfur cluster assembly protein CyaY (Bacterial frataxin ortholog)	reviewed	-	-	-	b3807	-	{'-': 1.0}	-
P0AC02	Outer membrane protein assembly factor BamD	reviewed	-	-	-	b2595	-	{'-': 1.0}	-
P0AGE6	Quinone reductase (EC 1.6.5.2) (Chromate reductase) (CHRR) (EC 1.6.-.-) (NAD(P)H dehydrogenase (quinone))	reviewed	1.6.-.-;1.6.5.2	RHEA:46160;RHEA:46164;RHEA:44372;RHEA:44368	['Cr(6+) + 2 NADPH + O2 = Cr(3+) + 2 H(+) + 2 NADP(+) + superoxide', 'Cr(6+) + 2 NADH + O2 = Cr(3+) + 2 H(+) + 2 NAD(+) + superoxide', 'a quinone + H(+) + NADH = a quinol + NAD(+)', 'a quinone + H(+) + NADPH = a quinol + NADP(+)']	b3713	RHEA:44368;RHEA:46164;RHEA:46160;RHEA:44372	{'RHEA:44368': 1.0, 'RHEA:46164': 1.0, 'RHEA:46160': 1.0, 'RHEA:44372': 1.0}	['Cr(6+) + 2 NADPH + O2 = Cr(3+) + 2 H(+) + 2 NADP(+) + superoxide', 'Cr(6+) + 2 NADH + O2 = Cr(3+) + 2 H(+) + 2 NAD(+) + superoxide', 'a quinone + H(+) + NADH = a quinol + NAD(+)', 'a quinone + H(+) + NADPH = a quinol + NADP(+)']
P78061	Gamma-glutamylputrescine synthetase PuuA (Gamma-Glu-Put synthetase) (EC 6.3.1.11) (Glutamate--putrescine ligase)	reviewed	6.3.1.11	RHEA:13633	['ATP + L-glutamate + putrescine = ADP + gamma-L-glutamylputrescine + H(+) + phosphate']	b1297	RHEA:13633	{'RHEA:13633': 1.0}	['ATP + L-glutamate + putrescine = ADP + gamma-L-glutamylputrescine + H(+) + phosphate']
P76440	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT (DPD) (EC 1.3.1.1) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase)	reviewed	1.3.1.1	RHEA:20189;RHEA:28791	['5,6-dihydrothymine + NAD(+) = H(+) + NADH + thymine', '5,6-dihydrouracil + NAD(+) = H(+) + NADH + uracil']	b2146	RHEA:20189;RHEA:28791	{'RHEA:20189': 1.0, 'RHEA:28791': 1.0}	['5,6-dihydrothymine + NAD(+) = H(+) + NADH + thymine', '5,6-dihydrouracil + NAD(+) = H(+) + NADH + uracil']
Q46948	Protein/nucleic acid deglycase 3 (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124) (Chaperone protein YajL) (Maillard deglycase)	reviewed	3.1.2.-;3.5.1.-;3.5.1.124	RHEA:49548;RHEA:49552;RHEA:49556;RHEA:57188;RHEA:57192;RHEA:57196;RHEA:57244;RHEA:57256;RHEA:57260;RHEA:57268;RHEA:57248;RHEA:57252;RHEA:57264;RHEA:57304;RHEA:57288;RHEA:57300;RHEA:57292;RHEA:57296	"['H2O + N(omega)-(1-hydroxy-2-oxopropyl)-L-arginyl-[protein] = H(+) + L-arginyl-[protein] + lactate', 'H2O + N(6)-(1-hydroxy-2-oxopropyl)-L-lysyl-[protein] = H(+) + L-lysyl-[protein] + lactate', 'H2O + S-(1-hydroxy-2-oxopropyl)-L-cysteinyl-[protein] = H(+) + L-cysteinyl-[protein] + lactate', 'H2O + N(omega)-(1-hydroxy-2-oxoethyl)-L-arginyl-[protein] = glycolate + H(+) + L-arginyl-[protein]', 'H2O + N(6)-(1-hydroxy-2-oxoethyl)-L-lysyl-[protein] = glycolate + H(+) + L-lysyl-[protein]', 'H2O + S-(1-hydroxy-2-oxoethyl)-L-cysteinyl-[protein] = glycolate + H(+) + L-cysteinyl-[protein]', 'H2O + N(2)-(1-hydroxy-2-oxopropyl)-dGTP = dGTP + H(+) + lactate', 'H2O + N(2)-(1-hydroxy-2-oxoethyl)-dGTP = dGTP + glycolate + H(+)', 'H2O + N(2)-(1-hydroxy-2-oxoethyl)-GTP = glycolate + GTP + H(+)', 'H2O + N(2)-(1-hydroxy-2-oxopropyl)-GTP = GTP + H(+) + lactate', 'H2O + N(2)-(1-hydroxy-2-oxopropyl)-GDP = GDP + H(+) + lactate', 'H2O + N(2)-(1-hydroxy-2-oxoethyl)-GDP = GDP + glycolate + H(+)', 'H2O + N(2)-(1-hydroxy-2-oxopropyl)-GMP = GMP + H(+) + lactate', 'an N(2)-(1-hydroxy-2-oxopropyl)-guanosine in RNA + H2O = a guanosine in RNA + H(+) + lactate', 'an N(2)-(1-hydroxy-2-oxoethyl)-guanosine in RNA + H2O = a guanosine in RNA + glycolate + H(+)', ""an N(2)-(1-hydroxy-2-oxoethyl)-2'-deoxyguanosine in DNA + H2O = a 2'-deoxyguanosine in DNA + glycolate + H(+)"", ""an N(2)-(1-hydroxy-2-oxopropyl)-2'-deoxyguanosine in DNA + H2O = a 2'-deoxyguanosine in DNA + H(+) + lactate"", 'H2O + N(2)-(1-hydroxy-2-oxoethyl)-GMP = glycolate + GMP + H(+)']"	b0424	RHEA:57192;RHEA:57252;RHEA:57188;RHEA:57196;RHEA:57300;RHEA:57260;RHEA:57292;RHEA:57268;RHEA:57256;RHEA:57296;RHEA:49556;RHEA:57288;RHEA:57264;RHEA:57304;RHEA:49552;RHEA:49548;RHEA:57248;RHEA:57244	{'RHEA:57192': 1.0, 'RHEA:57252': 1.0, 'RHEA:57188': 1.0, 'RHEA:57196': 1.0, 'RHEA:57300': 1.0, 'RHEA:57260': 1.0, 'RHEA:57292': 1.0, 'RHEA:57268': 1.0, 'RHEA:57256': 1.0, 'RHEA:57296': 1.0, 'RHEA:49556': 1.0, 'RHEA:57288': 1.0, 'RHEA:57264': 1.0, 'RHEA:57304': 1.0, 'RHEA:49552': 1.0, 'RHEA:49548': 1.0, 'RHEA:57248': 1.0, 'RHEA:57244': 1.0}	"['H2O + N(omega)-(1-hydroxy-2-oxopropyl)-L-arginyl-[protein] = H(+) + L-arginyl-[protein] + lactate', 'H2O + N(6)-(1-hydroxy-2-oxopropyl)-L-lysyl-[protein] = H(+) + L-lysyl-[protein] + lactate', 'H2O + S-(1-hydroxy-2-oxopropyl)-L-cysteinyl-[protein] = H(+) + L-cysteinyl-[protein] + lactate', 'H2O + N(omega)-(1-hydroxy-2-oxoethyl)-L-arginyl-[protein] = glycolate + H(+) + L-arginyl-[protein]', 'H2O + N(6)-(1-hydroxy-2-oxoethyl)-L-lysyl-[protein] = glycolate + H(+) + L-lysyl-[protein]', 'H2O + S-(1-hydroxy-2-oxoethyl)-L-cysteinyl-[protein] = glycolate + H(+) + L-cysteinyl-[protein]', 'H2O + N(2)-(1-hydroxy-2-oxopropyl)-dGTP = dGTP + H(+) + lactate', 'H2O + N(2)-(1-hydroxy-2-oxoethyl)-dGTP = dGTP + glycolate + H(+)', 'H2O + N(2)-(1-hydroxy-2-oxoethyl)-GTP = glycolate + GTP + H(+)', 'H2O + N(2)-(1-hydroxy-2-oxopropyl)-GTP = GTP + H(+) + lactate', 'H2O + N(2)-(1-hydroxy-2-oxopropyl)-GDP = GDP + H(+) + lactate', 'H2O + N(2)-(1-hydroxy-2-oxoethyl)-GDP = GDP + glycolate + H(+)', 'H2O + N(2)-(1-hydroxy-2-oxopropyl)-GMP = GMP + H(+) + lactate', 'an N(2)-(1-hydroxy-2-oxopropyl)-guanosine in RNA + H2O = a guanosine in RNA + H(+) + lactate', 'an N(2)-(1-hydroxy-2-oxoethyl)-guanosine in RNA + H2O = a guanosine in RNA + glycolate + H(+)', ""an N(2)-(1-hydroxy-2-oxoethyl)-2'-deoxyguanosine in DNA + H2O = a 2'-deoxyguanosine in DNA + glycolate + H(+)"", ""an N(2)-(1-hydroxy-2-oxopropyl)-2'-deoxyguanosine in DNA + H2O = a 2'-deoxyguanosine in DNA + H(+) + lactate"", 'H2O + N(2)-(1-hydroxy-2-oxoethyl)-GMP = glycolate + GMP + H(+)']"
P13738	Na(+)/H(+) antiporter NhaA (Na(+)/H(+) exchanger) (Na(+)/Li(+)/H(+) antiporter) (Sodium/proton antiporter NhaA)	reviewed	-	RHEA:29251;RHEA:70431	['2 H(+)(out) + Na(+)(in) = 2 H(+)(in) + Na(+)(out)', '2 H(+)(out) + Li(+)(in) = 2 H(+)(in) + Li(+)(out)']	b0019	RHEA:70431;RHEA:29251	{'RHEA:70431': 1.0, 'RHEA:29251': 1.0}	['2 H(+)(out) + Na(+)(in) = 2 H(+)(in) + Na(+)(out)', '2 H(+)(out) + Li(+)(in) = 2 H(+)(in) + Li(+)(out)']
P32173	Molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide biosynthesis protein A) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase) (Protein FA)	reviewed	2.7.7.77	RHEA:34243	['GTP + H(+) + Mo-molybdopterin = diphosphate + Mo-molybdopterin guanine dinucleotide']	b3857	RHEA:34243	{'RHEA:34243': 1.0}	['GTP + H(+) + Mo-molybdopterin = diphosphate + Mo-molybdopterin guanine dinucleotide']
P23872	Acetyl esterase (EC 3.1.1.-) (EcE)	reviewed	3.1.1.-	-	-	b0476	RHEA:35715;RHEA:35719;RHEA:25597;RHEA:12044;RHEA:21164	{'RHEA:35715': 0.979672, 'RHEA:35719': 0.979672, 'RHEA:25597': 0.974842, 'RHEA:12044': 0.7777, 'RHEA:21164': 0.141247}	['5-enolpyruvoyl-6-hydroxy-2-succinyl-cyclohex-3-ene-1-carboxylate = (1R,6R)-6-hydroxy-2-succinyl-cyclohexa-2,4-diene-1-carboxylate + pyruvate', '(2S,3S)-versiconal hemiacetal acetate + H2O = (2S-3S)-versiconal hemiacetal + acetate + H(+)', '(3S)-versiconol acetate + H2O = (S)-versiconol + acetate + H(+)', 'a triacylglycerol + H2O = a diacylglycerol + a fatty acid + H(+)', 'a carboxylic ester + H2O = a carboxylate + an alcohol + H(+)']
P37690	Murein hydrolase activator EnvC (Septal ring factor)	reviewed	-	-	-	b3613	-	{'-': 1.0}	-
